"LISTING_ID","HOST_ID","PROPERTY_TYPE","ROOM_TYPE","CITY","COUNTRY","ACCOMMODATES","BEDROOMS","BATHROOMS","PRICE_PER_NIGHT","BEDROOM_DENSITY","PRICE_PER_PERSON","PRICE_PER_NIGHT_TAG","LISTING_CREATED_AT","ETL_LOADED_AT","DBT_SCD_ID","DBT_UPDATED_AT","DBT_VALID_FROM","DBT_VALID_TO"
500093,10008,"APARTMENT","Entire home/apt","lille","france",2,1,1,59,0.50,29.50,"BUDGET","2023-11-04 16:36:22.000","2026-08-06T10:58:24","d13db1040adbf0bb021fa047f1cbc3d0","2023-11-04 16:36:22.000","2023-11-04 16:36:22.000","9999-12-31 00:00:00.000"
500094,10033,"CONDOMINIUM","Entire home/apt","paris","france",6,3,2,199,0.50,33.17,"MID_RANGE","2019-08-20 20:16:14.000","2026-08-06T10:58:24","0a9f1a8463517571dc660a206aec5ca3","2019-08-20 20:16:14.000","2019-08-20 20:16:14.000","9999-12-31 00:00:00.000"
500095,10022,"LOFT","Entire home/apt","nice","france",5,3,2,129,0.60,25.80,"MID_RANGE","2018-12-26 01:21:38.000","2026-08-06T10:58:24","d1d114c3e1309c12055c4f496095f7ee","2018-12-26 01:21:38.000","2018-12-26 01:21:38.000","9999-12-31 00:00:00.000"
500096,10027,"APARTMENT","Entire home/apt","toulouse","france",5,2,2,111,0.40,22.20,"MID_RANGE","2019-04-11 16:57:25.000","2026-08-06T10:58:24","5abe65d843e9607ace5dcbbae626dee2","2019-04-11 16:57:25.000","2019-04-11 16:57:25.000","9999-12-31 00:00:00.000"
500097,10088,"APARTMENT","Private room","lyon","france",2,1,1,43,0.50,21.50,"BUDGET","2021-05-29 20:22:17.000","2026-08-06T10:58:24","023a3dbf8f8564bb8cd64990bbdbe24d","2021-05-29 20:22:17.000","2021-05-29 20:22:17.000","9999-12-31 00:00:00.000"
500098,10041,"APARTMENT","Hotel room","lille","france",4,2,1,80,0.50,20.00,"MID_RANGE","2018-10-26 01:17:07.000","2026-08-06T10:58:24","0165a31b714c6a74443e8c211da921b0","2018-10-26 01:17:07.000","2018-10-26 01:17:07.000","9999-12-31 00:00:00.000"
500099,10031,"APARTMENT","Entire home/apt","marseille","france",1,1,1,86,1.00,86.00,"MID_RANGE","2022-06-04 06:14:49.000","2026-08-06T10:58:24","d8347183a90b6b98856fb1bb76fd1fb9","2022-06-04 06:14:49.000","2022-06-04 06:14:49.000","9999-12-31 00:00:00.000"
500100,10021,"VILLA","Private room","nantes","france",6,3,3,77,0.50,12.83,"MID_RANGE","2020-01-15 16:33:54.000","2026-08-06T10:58:24","4e8a94e96236a78ece86ccb25c982f49","2020-01-15 16:33:54.000","2020-01-15 16:33:54.000","9999-12-31 00:00:00.000"
500101,10064,"CONDOMINIUM","Entire home/apt","paris","france",1,1,1,96,1.00,96.00,"MID_RANGE","2024-06-22 04:23:05.000","2026-08-06T10:58:24","8f8d4c43ebc5296fdf39a56ba5e2406e","2024-06-22 04:23:05.000","2024-06-22 04:23:05.000","9999-12-31 00:00:00.000"
500102,10084,"APARTMENT","Entire home/apt","nice","france",2,1,1,114,0.50,57.00,"MID_RANGE","2026-07-01 01:36:00.000","2026-08-06T10:58:24","1466e2d49bdcb6594114892549785b88","2026-07-01 01:36:00.000","2026-07-01 01:36:00.000","9999-12-31 00:00:00.000"
500103,10047,"APARTMENT","Entire home/apt","paris","france",5,2,2,149,0.40,29.80,"MID_RANGE","2023-11-21 15:30:47.000","2026-08-06T10:58:24","5f142c49efce752e114416511f68cd72","2023-11-21 15:30:47.000","2023-11-21 15:30:47.000","9999-12-31 00:00:00.000"
500104,10036,"HOUSE","Entire home/apt","nantes","france",6,3,3,112,0.50,18.67,"MID_RANGE","2024-03-23 20:20:03.000","2026-08-06T10:58:24","dc2503c9cd213af742b9da7b3e7846d0","2024-03-23 20:20:03.000","2024-03-23 20:20:03.000","9999-12-31 00:00:00.000"
500105,10019,"APARTMENT","Entire home/apt","paris","france",1,1,1,125,1.00,125.00,"MID_RANGE","2024-08-26 01:03:04.000","2026-08-06T10:58:24","333ebbb07c762387a9df9d4e4aa39aba","2024-08-26 01:03:04.000","2024-08-26 01:03:04.000","9999-12-31 00:00:00.000"
500106,10078,"APARTMENT","Shared room","strasbourg","france",3,2,2,31,0.67,10.33,"BUDGET","2023-02-11 09:11:02.000","2026-08-06T10:58:24","57949014b27bae1730376e4d83f6b54b","2023-02-11 09:11:02.000","2023-02-11 09:11:02.000","9999-12-31 00:00:00.000"
500107,10065,"APARTMENT","Private room","nantes","france",4,2,1,48,0.50,12.00,"BUDGET","2023-08-20 16:29:50.000","2026-08-06T10:58:24","9bc54e806c7ab622168a136569473cd3","2023-08-20 16:29:50.000","2023-08-20 16:29:50.000","9999-12-31 00:00:00.000"
500108,10040,"LOFT","Private room","nantes","france",3,1,1,40,0.33,13.33,"BUDGET","2024-05-28 15:04:07.000","2026-08-06T10:58:24","63be278951b5aaa950a7833de4aaa813","2024-05-28 15:04:07.000","2024-05-28 15:04:07.000","9999-12-31 00:00:00.000"
500109,10093,"APARTMENT","Entire home/apt","paris","france",7,3,3,190,0.43,27.14,"MID_RANGE","2025-10-25 04:07:46.000","2026-08-06T10:58:24","84119c1d2422c556c5f16016f3090c1f","2025-10-25 04:07:46.000","2025-10-25 04:07:46.000","9999-12-31 00:00:00.000"
500110,10090,"APARTMENT","Entire home/apt","paris","france",2,1,1,112,0.50,56.00,"MID_RANGE","2019-11-14 16:41:33.000","2026-08-06T10:58:24","cb68023ce81f1ed23cdd1bec1c9fbab5","2019-11-14 16:41:33.000","2019-11-14 16:41:33.000","9999-12-31 00:00:00.000"
500111,10095,"LOFT","Entire home/apt","toulouse","france",6,3,3,119,0.50,19.83,"MID_RANGE","2018-11-12 19:34:41.000","2026-08-06T10:58:24","9c3259ed72d3ba6f236e0d86bcbaa838","2018-11-12 19:34:41.000","2018-11-12 19:34:41.000","9999-12-31 00:00:00.000"
500112,10069,"APARTMENT","Private room","lyon","france",7,3,3,86,0.43,12.29,"MID_RANGE","2025-04-21 07:23:16.000","2026-08-06T10:58:24","1dac2282588ffcc0d75b58c852f92983","2025-04-21 07:23:16.000","2025-04-21 07:23:16.000","9999-12-31 00:00:00.000"
500113,10039,"CONDOMINIUM","Entire home/apt","paris","france",5,2,1,191,0.40,38.20,"MID_RANGE","2021-10-19 20:44:05.000","2026-08-06T10:58:24","f875286c7de1ecd2be7e6584da3dc641","2021-10-19 20:44:05.000","2021-10-19 20:44:05.000","9999-12-31 00:00:00.000"
500114,10072,"STUDIO","Entire home/apt","strasbourg","france",1,0,1,85,0.00,85.00,"MID_RANGE","2022-07-19 07:52:39.000","2026-08-06T10:58:24","e9f650f3e81637865edf60092996d0ba","2022-07-19 07:52:39.000","2022-07-19 07:52:39.000","9999-12-31 00:00:00.000"
500115,10019,"APARTMENT","Private room","paris","france",4,2,2,95,0.50,23.75,"MID_RANGE","2024-04-14 15:26:29.000","2026-08-06T10:58:24","49d80d583fead84ccba04f9a6c4e93d4","2024-04-14 15:26:29.000","2024-04-14 15:26:29.000","9999-12-31 00:00:00.000"
500116,10035,"HOUSE","Entire home/apt","strasbourg","france",6,3,2,135,0.50,22.50,"MID_RANGE","2022-05-06 01:46:18.000","2026-08-06T10:58:24","56bbe7d473acd339521dc114febebce0","2022-05-06 01:46:18.000","2022-05-06 01:46:18.000","9999-12-31 00:00:00.000"
500117,10007,"APARTMENT","Entire home/apt","paris","france",5,3,2,209,0.60,41.80,"LUXURY","2025-08-22 21:37:05.000","2026-08-06T10:58:24","875621c03884fa5f1b1b4b04630c72e2","2025-08-22 21:37:05.000","2025-08-22 21:37:05.000","9999-12-31 00:00:00.000"
500118,10061,"APARTMENT","Shared room","marseille","france",4,2,1,35,0.50,8.75,"BUDGET","2019-08-26 11:16:06.000","2026-08-06T10:58:24","6d58d5a8042dfe417f3a868cef02c09e","2019-08-26 11:16:06.000","2019-08-26 11:16:06.000","9999-12-31 00:00:00.000"
500119,10069,"STUDIO","Entire home/apt","toulouse","france",1,0,1,78,0.00,78.00,"MID_RANGE","2025-04-13 01:59:06.000","2026-08-06T10:58:24","5cb17a8ac7ca5c7376f00026e9a9d1f0","2025-04-13 01:59:06.000","2025-04-13 01:59:06.000","9999-12-31 00:00:00.000"
500120,10064,"LOFT","Private room","paris","france",3,2,1,69,0.67,23.00,"BUDGET","2024-12-02 16:43:30.000","2026-08-06T10:58:24","088e9dae6a8392b076d3fc87d875ff7e","2024-12-02 16:43:30.000","2024-12-02 16:43:30.000","9999-12-31 00:00:00.000"
500121,10037,"HOUSE","Entire home/apt","marseille","france",8,3,3,140,0.38,17.50,"MID_RANGE","2019-12-27 19:50:37.000","2026-08-06T10:58:24","316d2a748dd0ebdc8777d725e8430676","2019-12-27 19:50:37.000","2019-12-27 19:50:37.000","9999-12-31 00:00:00.000"
500122,10059,"LOFT","Entire home/apt","nice","france",4,2,1,119,0.50,29.75,"MID_RANGE","2023-08-03 01:07:36.000","2026-08-06T10:58:24","5032be881c64b5cd47a44419eb7d5646","2023-08-03 01:07:36.000","2023-08-03 01:07:36.000","9999-12-31 00:00:00.000"
500123,10066,"APARTMENT","Entire home/apt","lyon","france",2,1,1,92,0.50,46.00,"MID_RANGE","2024-08-07 08:46:34.000","2026-08-06T10:58:24","9f38f96af5de08b790105404443046bf","2024-08-07 08:46:34.000","2024-08-07 08:46:34.000","9999-12-31 00:00:00.000"
500124,10058,"CONDOMINIUM","Entire home/apt","toulouse","france",7,3,2,118,0.43,16.86,"MID_RANGE","2021-01-17 13:54:57.000","2026-08-06T10:58:24","6d39e66d72a6bfe6e3905eea6010b942","2021-01-17 13:54:57.000","2021-01-17 13:54:57.000","9999-12-31 00:00:00.000"
500125,10086,"APARTMENT","Entire home/apt","paris","france",7,3,3,235,0.43,33.57,"LUXURY","2021-01-25 09:01:27.000","2026-08-06T10:58:24","6157f329fd0e2fb626c30ed576e77ba8","2021-01-25 09:01:27.000","2021-01-25 09:01:27.000","9999-12-31 00:00:00.000"
500126,10029,"APARTMENT","Entire home/apt","paris","france",7,3,3,212,0.43,30.29,"LUXURY","2023-01-17 06:07:01.000","2026-08-06T10:58:24","616c2fade6c51bacf767a12baf827622","2023-01-17 06:07:01.000","2023-01-17 06:07:01.000","9999-12-31 00:00:00.000"
500127,10086,"LOFT","Private room","nantes","france",5,3,3,58,0.60,11.60,"BUDGET","2020-09-05 02:36:24.000","2026-08-06T10:58:24","84071527d208bbb5bf8c8a5aedcbd9f5","2020-09-05 02:36:24.000","2020-09-05 02:36:24.000","9999-12-31 00:00:00.000"
500128,10015,"APARTMENT","Entire home/apt","paris","france",7,3,2,191,0.43,27.29,"MID_RANGE","2026-05-27 03:18:12.000","2026-08-06T10:58:24","9f1c9b73eb496cb1772f01f08c32017b","2026-05-27 03:18:12.000","2026-05-27 03:18:12.000","9999-12-31 00:00:00.000"
500129,10027,"APARTMENT","Private room","toulouse","france",3,2,2,38,0.67,12.67,"BUDGET","2019-06-08 16:17:37.000","2026-08-06T10:58:24","6a236040cacd859782aabe6eb3798808","2019-06-08 16:17:37.000","2019-06-08 16:17:37.000","9999-12-31 00:00:00.000"
500130,10072,"STUDIO","Private room","marseille","france",2,0,1,45,0.00,22.50,"BUDGET","2023-01-14 02:39:52.000","2026-08-06T10:58:24","e4052bcc0eed97b1bd4c81a2e01f2a79","2023-01-14 02:39:52.000","2023-01-14 02:39:52.000","9999-12-31 00:00:00.000"
500131,10006,"LOFT","Entire home/apt","marseille","france",1,1,1,60,1.00,60.00,"BUDGET","2024-10-25 17:25:20.000","2026-08-06T10:58:24","54969969185ce2f6303a04fc9879650e","2024-10-25 17:25:20.000","2024-10-25 17:25:20.000","9999-12-31 00:00:00.000"
500132,10099,"LOFT","Shared room","nice","france",4,2,2,46,0.50,11.50,"BUDGET","2023-07-09 01:53:03.000","2026-08-06T10:58:24","791409741109b705ddd6e52506a437ad","2023-07-09 01:53:03.000","2023-07-09 01:53:03.000","9999-12-31 00:00:00.000"
500133,10085,"APARTMENT","Private room","lille","france",1,1,1,35,1.00,35.00,"BUDGET","2026-08-05 23:59:59.000","2026-08-06T10:58:24","bc57f56fd295caf89a8ef192fae36f06","2026-08-05 23:59:59.000","2026-08-05 23:59:59.000","9999-12-31 00:00:00.000"
500134,10097,"APARTMENT","Entire home/apt","paris","france",6,3,3,223,0.50,37.17,"LUXURY","2019-03-15 14:14:45.000","2026-08-06T10:58:24","1948cac493826b41f9952371baab23d1","2019-03-15 14:14:45.000","2019-03-15 14:14:45.000","9999-12-31 00:00:00.000"
500135,10036,"STUDIO","Private room","paris","france",1,0,1,66,0.00,66.00,"BUDGET","2023-10-10 10:09:19.000","2026-08-06T10:58:24","d27b92f05d5b86c2846890fd593da7fa","2023-10-10 10:09:19.000","2023-10-10 10:09:19.000","9999-12-31 00:00:00.000"
500136,10013,"APARTMENT","Entire home/apt","bordeaux","france",1,1,1,81,1.00,81.00,"MID_RANGE","2024-02-05 23:04:31.000","2026-08-06T10:58:24","8c8256114c7a2085de9d65705bbaff0c","2024-02-05 23:04:31.000","2024-02-05 23:04:31.000","9999-12-31 00:00:00.000"
500137,10100,"APARTMENT","Entire home/apt","paris","france",7,3,3,226,0.43,32.29,"LUXURY","2019-06-12 16:29:21.000","2026-08-06T10:58:24","30489d3252b0858cae118ca016db2dfb","2019-06-12 16:29:21.000","2019-06-12 16:29:21.000","9999-12-31 00:00:00.000"
500138,10031,"APARTMENT","Entire home/apt","lyon","france",2,1,1,72,0.50,36.00,"BUDGET","2022-05-05 11:55:41.000","2026-08-06T10:58:24","a82196d07acaa2df028a03af8dae5130","2022-05-05 11:55:41.000","2022-05-05 11:55:41.000","9999-12-31 00:00:00.000"
500139,10023,"APARTMENT","Entire home/apt","nice","france",5,2,2,170,0.40,34.00,"MID_RANGE","2019-04-21 13:40:00.000","2026-08-06T10:58:24","2c8a13081f3c60dc467b1f09fff3fe1b","2019-04-21 13:40:00.000","2019-04-21 13:40:00.000","9999-12-31 00:00:00.000"
500140,10020,"APARTMENT","Entire home/apt","paris","france",1,1,1,131,1.00,131.00,"MID_RANGE","2020-08-20 11:21:31.000","2026-08-06T10:58:24","e73336ec60d8f0d957449817c2530049","2020-08-20 11:21:31.000","2020-08-20 11:21:31.000","9999-12-31 00:00:00.000"
500141,10072,"APARTMENT","Entire home/apt","lyon","france",3,2,2,82,0.67,27.33,"MID_RANGE","2022-11-24 23:02:16.000","2026-08-06T10:58:24","289480b52784f8643f0de23510a26975","2022-11-24 23:02:16.000","2022-11-24 23:02:16.000","9999-12-31 00:00:00.000"
500142,10048,"LOFT","Entire home/apt","paris","france",4,2,1,179,0.50,44.75,"MID_RANGE","2021-06-04 16:40:16.000","2026-08-06T10:58:24","73dd4e93f354cef0005ef67fb4af5b42","2021-06-04 16:40:16.000","2021-06-04 16:40:16.000","9999-12-31 00:00:00.000"
500143,10072,"APARTMENT","Private room","paris","france",3,2,1,87,0.67,29.00,"MID_RANGE","2023-01-11 23:50:36.000","2026-08-06T10:58:24","a265b4c8f73de2d09e812d3b39c533fe","2023-01-11 23:50:36.000","2023-01-11 23:50:36.000","9999-12-31 00:00:00.000"
500144,10062,"HOUSE","Private room","strasbourg","france",10,5,3,109,0.50,10.90,"MID_RANGE","2024-09-12 22:28:21.000","2026-08-06T10:58:24","a34421e75d9027ec0cc8856fb89c1796","2024-09-12 22:28:21.000","2024-09-12 22:28:21.000","9999-12-31 00:00:00.000"
500145,10046,"APARTMENT","Private room","lyon","france",3,2,2,56,0.67,18.67,"BUDGET","2021-06-21 08:17:50.000","2026-08-06T10:58:24","316311fe614a5be302ce1539c15ddc44","2021-06-21 08:17:50.000","2021-06-21 08:17:50.000","9999-12-31 00:00:00.000"
500146,10053,"STUDIO","Private room","paris","france",1,0,1,65,0.00,65.00,"BUDGET","2024-07-15 07:30:44.000","2026-08-06T10:58:24","86c0b372ebce16081c8477f5401a8684","2024-07-15 07:30:44.000","2024-07-15 07:30:44.000","9999-12-31 00:00:00.000"
500147,10038,"APARTMENT","Entire home/apt","paris","france",2,1,1,105,0.50,52.50,"MID_RANGE","2026-03-14 03:37:53.000","2026-08-06T10:58:24","a7e4a9d5ed3018be084b6ea0f9ab1390","2026-03-14 03:37:53.000","2026-03-14 03:37:53.000","9999-12-31 00:00:00.000"
500148,10063,"LOFT","Entire home/apt","marseille","france",3,1,1,76,0.33,25.33,"MID_RANGE","2024-04-03 05:18:50.000","2026-08-06T10:58:24","8d7d5e818f7edec46081445fd88871c6","2024-04-03 05:18:50.000","2024-04-03 05:18:50.000","9999-12-31 00:00:00.000"
500149,10005,"APARTMENT","Private room","lille","france",1,1,1,30,1.00,30.00,"BUDGET","2022-12-21 21:38:52.000","2026-08-06T10:58:24","2164707f19b9165522febd0216815110","2022-12-21 21:38:52.000","2022-12-21 21:38:52.000","9999-12-31 00:00:00.000"
500150,10020,"APARTMENT","Entire home/apt","paris","france",7,3,3,233,0.43,33.29,"LUXURY","2020-06-15 20:58:03.000","2026-08-06T10:58:24","2fd582910679bc14e6b4961323132ed5","2020-06-15 20:58:03.000","2020-06-15 20:58:03.000","9999-12-31 00:00:00.000"
500151,10053,"APARTMENT","Entire home/apt","paris","france",3,2,2,152,0.67,50.67,"MID_RANGE","2023-12-19 16:42:24.000","2026-08-06T10:58:24","d985aa8450af250682284975a641f665","2023-12-19 16:42:24.000","2023-12-19 16:42:24.000","9999-12-31 00:00:00.000"
500152,10068,"APARTMENT","Entire home/apt","paris","france",4,2,2,132,0.50,33.00,"MID_RANGE","2022-12-31 03:22:25.000","2026-08-06T10:58:24","7cba4eaa4ff4795c52feff6e04740395","2022-12-31 03:22:25.000","2022-12-31 03:22:25.000","9999-12-31 00:00:00.000"
500153,10090,"HOUSE","Private room","paris","france",4,2,2,82,0.50,20.50,"MID_RANGE","2019-07-23 11:46:43.000","2026-08-06T10:58:24","52a066c874733b74dac56ab6de34a3b9","2019-07-23 11:46:43.000","2019-07-23 11:46:43.000","9999-12-31 00:00:00.000"
500154,10002,"APARTMENT","Private room","nice","france",6,3,2,109,0.50,18.17,"MID_RANGE","2024-09-12 23:51:58.000","2026-08-06T10:58:24","39b88bfc41eb016ba9180048fec0060e","2024-09-12 23:51:58.000","2024-09-12 23:51:58.000","9999-12-31 00:00:00.000"
500155,10089,"APARTMENT","Entire home/apt","lille","france",3,1,1,86,0.33,28.67,"MID_RANGE","2018-12-16 02:05:27.000","2026-08-06T10:58:24","e0a1468af2fedbe8b654cd79b36e4d3c","2018-12-16 02:05:27.000","2018-12-16 02:05:27.000","9999-12-31 00:00:00.000"
500156,10041,"APARTMENT","Entire home/apt","paris","france",6,3,2,183,0.50,30.50,"MID_RANGE","2018-11-19 15:47:40.000","2026-08-06T10:58:24","3a8b7aa1690b0653cceb8994fa943183","2018-11-19 15:47:40.000","2018-11-19 15:47:40.000","9999-12-31 00:00:00.000"
500157,10050,"APARTMENT","Entire home/apt","nice","france",5,3,2,154,0.60,30.80,"MID_RANGE","2022-05-28 04:31:24.000","2026-08-06T10:58:24","f31a56116ca47897cb4c0858510ae1e0","2022-05-28 04:31:24.000","2022-05-28 04:31:24.000","9999-12-31 00:00:00.000"
500158,10030,"APARTMENT","Private room","lille","france",6,3,3,49,0.50,8.17,"BUDGET","2020-03-14 16:09:01.000","2026-08-06T10:58:24","fb47a66fb4586a44bdeac74f67964381","2020-03-14 16:09:01.000","2020-03-14 16:09:01.000","9999-12-31 00:00:00.000"
500159,10046,"APARTMENT","Entire home/apt","bordeaux","france",7,3,3,134,0.43,19.14,"MID_RANGE","2021-11-21 11:45:45.000","2026-08-06T10:58:24","28d7844f415cb75a7487becb2cb5836a","2021-11-21 11:45:45.000","2021-11-21 11:45:45.000","9999-12-31 00:00:00.000"
500160,10092,"APARTMENT","Entire home/apt","paris","france",5,3,3,165,0.60,33.00,"MID_RANGE","2024-01-13 20:27:38.000","2026-08-06T10:58:24","e84ebe10de53019678b6ffdede232c98","2024-01-13 20:27:38.000","2024-01-13 20:27:38.000","9999-12-31 00:00:00.000"
500161,10057,"APARTMENT","Entire home/apt","lyon","france",2,1,1,80,0.50,40.00,"MID_RANGE","2021-12-14 23:11:53.000","2026-08-06T10:58:24","4057b0ec030317620a5712402c7a8287","2021-12-14 23:11:53.000","2021-12-14 23:11:53.000","9999-12-31 00:00:00.000"
500162,10012,"APARTMENT","Entire home/apt","lyon","france",4,2,1,99,0.50,24.75,"MID_RANGE","2021-05-06 21:12:20.000","2026-08-06T10:58:24","87773638724e7d3459fa8dea0a6b7d3c","2021-05-06 21:12:20.000","2021-05-06 21:12:20.000","9999-12-31 00:00:00.000"
500163,10072,"CONDOMINIUM","Entire home/apt","strasbourg","france",3,1,1,76,0.33,25.33,"MID_RANGE","2022-05-15 05:20:19.000","2026-08-06T10:58:24","492469c88b94fdcdd5b3a457ada2e5fd","2022-05-15 05:20:19.000","2022-05-15 05:20:19.000","9999-12-31 00:00:00.000"
500164,10019,"APARTMENT","Entire home/apt","paris","france",3,2,2,123,0.67,41.00,"MID_RANGE","2024-05-02 08:14:26.000","2026-08-06T10:58:24","b569e00fdf7bcd3fa8d3b86710c643d7","2024-05-02 08:14:26.000","2024-05-02 08:14:26.000","9999-12-31 00:00:00.000"
500165,10077,"APARTMENT","Entire home/apt","bordeaux","france",2,1,1,95,0.50,47.50,"MID_RANGE","2026-01-10 00:20:52.000","2026-08-06T10:58:24","c794079bfe3cf2c6ea875f72fd2b5279","2026-01-10 00:20:52.000","2026-01-10 00:20:52.000","9999-12-31 00:00:00.000"
500166,10056,"STUDIO","Hotel room","nantes","france",1,0,1,54,0.00,54.00,"BUDGET","2024-03-15 23:01:10.000","2026-08-06T10:58:24","a399d3bffc58edc5787e2c55597a9df2","2024-03-15 23:01:10.000","2024-03-15 23:01:10.000","9999-12-31 00:00:00.000"
500167,10023,"CONDOMINIUM","Entire home/apt","montpellier","france",7,3,3,160,0.43,22.86,"MID_RANGE","2019-12-13 22:33:58.000","2026-08-06T10:58:24","d831a4ff052b7bafc3048ae9ab4fb24f","2019-12-13 22:33:58.000","2019-12-13 22:33:58.000","9999-12-31 00:00:00.000"
500168,10036,"APARTMENT","Entire home/apt","nantes","france",5,3,2,112,0.60,22.40,"MID_RANGE","2024-07-09 03:42:44.000","2026-08-06T10:58:24","d7e0dddc6b74501ff16e2953d789313c","2024-07-09 03:42:44.000","2024-07-09 03:42:44.000","9999-12-31 00:00:00.000"
500169,10091,"STUDIO","Private room","paris","france",1,0,1,68,0.00,68.00,"BUDGET","2024-07-22 09:57:53.000","2026-08-06T10:58:24","e2f52371239f87e95749edbca3b28e0b","2024-07-22 09:57:53.000","2024-07-22 09:57:53.000","9999-12-31 00:00:00.000"
500170,10033,"LOFT","Private room","nice","france",2,1,1,57,0.50,28.50,"BUDGET","2020-02-23 18:39:03.000","2026-08-06T10:58:24","01367e14a7004be64eaa543bdb780fee","2020-02-23 18:39:03.000","2020-02-23 18:39:03.000","9999-12-31 00:00:00.000"
500171,10089,"APARTMENT","Shared room","lyon","france",7,3,2,38,0.43,5.43,"BUDGET","2018-07-08 02:45:38.000","2026-08-06T10:58:24","ce57dc73bfd4135d76e6d22aa4fa2016","2018-07-08 02:45:38.000","2018-07-08 02:45:38.000","9999-12-31 00:00:00.000"
500172,10022,"APARTMENT","Hotel room","nice","france",7,3,3,190,0.43,27.14,"MID_RANGE","2018-07-19 20:10:57.000","2026-08-06T10:58:24","985066cfe5c43e078ba9e7af39cfb8f4","2018-07-19 20:10:57.000","2018-07-19 20:10:57.000","9999-12-31 00:00:00.000"
500173,10013,"APARTMENT","Entire home/apt","paris","france",7,3,2,215,0.43,30.71,"LUXURY","2024-04-26 20:40:26.000","2026-08-06T10:58:24","5a1aa802c4569c8f6e3d6dc145fa4b5d","2024-04-26 20:40:26.000","2024-04-26 20:40:26.000","9999-12-31 00:00:00.000"
500174,10076,"APARTMENT","Hotel room","nice","france",3,2,2,97,0.67,32.33,"MID_RANGE","2019-05-01 22:43:48.000","2026-08-06T10:58:24","635154a31f9b9b95a64fd6f2dade4653","2019-05-01 22:43:48.000","2019-05-01 22:43:48.000","9999-12-31 00:00:00.000"
500175,10019,"APARTMENT","Private room","lyon","france",6,3,3,74,0.50,12.33,"BUDGET","2024-08-08 08:18:23.000","2026-08-06T10:58:24","5d1db993c56692e13531b691e8f42e35","2024-08-08 08:18:23.000","2024-08-08 08:18:23.000","9999-12-31 00:00:00.000"
500176,10041,"APARTMENT","Private room","paris","france",2,1,1,68,0.50,34.00,"BUDGET","2018-04-30 07:26:20.000","2026-08-06T10:58:24","9313228c192437500aa7e5600b542eb1","2018-04-30 07:26:20.000","2018-04-30 07:26:20.000","9999-12-31 00:00:00.000"
500177,10023,"APARTMENT","Entire home/apt","bordeaux","france",3,2,2,104,0.67,34.67,"MID_RANGE","2019-02-12 11:56:01.000","2026-08-06T10:58:24","5f7bbc44a3d568de92183ecdd28f3917","2019-02-12 11:56:01.000","2019-02-12 11:56:01.000","9999-12-31 00:00:00.000"
500178,10051,"HOUSE","Entire home/apt","paris","france",11,5,2,326,0.45,29.64,"LUXURY","2021-02-23 01:48:36.000","2026-08-06T10:58:24","2431330c7d80082a6b95a142cf68a449","2021-02-23 01:48:36.000","2021-02-23 01:48:36.000","9999-12-31 00:00:00.000"
500179,10009,"STUDIO","Entire home/apt","bordeaux","france",2,0,1,74,0.00,37.00,"BUDGET","2024-03-04 05:27:30.000","2026-08-06T10:58:24","87c0015a79b61102ff1d78d626b0d64e","2024-03-04 05:27:30.000","2024-03-04 05:27:30.000","9999-12-31 00:00:00.000"
500180,10063,"HOUSE","Entire home/apt","marseille","france",12,5,2,194,0.42,16.17,"MID_RANGE","2024-02-20 04:27:09.000","2026-08-06T10:58:24","61481495c0a431c6521d713e8d328df2","2024-02-20 04:27:09.000","2024-02-20 04:27:09.000","9999-12-31 00:00:00.000"
500181,10087,"APARTMENT","Entire home/apt","nice","france",3,1,1,109,0.33,36.33,"MID_RANGE","2019-06-23 18:07:56.000","2026-08-06T10:58:24","1c1ec8395faa66aaccd8d1dd0deceaec","2019-06-23 18:07:56.000","2019-06-23 18:07:56.000","9999-12-31 00:00:00.000"
500182,10048,"APARTMENT","Entire home/apt","nice","france",3,1,1,114,0.33,38.00,"MID_RANGE","2021-11-04 18:28:18.000","2026-08-06T10:58:24","4227ea14a455af4110c1e7bb77447e16","2021-11-04 18:28:18.000","2021-11-04 18:28:18.000","9999-12-31 00:00:00.000"
500183,10083,"APARTMENT","Entire home/apt","strasbourg","france",3,2,1,81,0.67,27.00,"MID_RANGE","2026-05-20 04:18:20.000","2026-08-06T10:58:24","3e4b3940b2c031af61a7a75c2b8d4a48","2026-05-20 04:18:20.000","2026-05-20 04:18:20.000","9999-12-31 00:00:00.000"
500184,10046,"APARTMENT","Entire home/apt","montpellier","france",5,2,2,106,0.40,21.20,"MID_RANGE","2021-09-17 15:40:23.000","2026-08-06T10:58:24","3557a3692c9385fd92653e8571c8c2ec","2021-09-17 15:40:23.000","2021-09-17 15:40:23.000","9999-12-31 00:00:00.000"
500185,10057,"APARTMENT","Entire home/apt","marseille","france",2,1,1,67,0.50,33.50,"BUDGET","2021-12-27 19:16:41.000","2026-08-06T10:58:24","8c0b8e2e6d698fb439c47f17276af7a1","2021-12-27 19:16:41.000","2021-12-27 19:16:41.000","9999-12-31 00:00:00.000"
500186,10059,"LOFT","Entire home/apt","bordeaux","france",5,3,2,118,0.60,23.60,"MID_RANGE","2023-06-14 23:50:01.000","2026-08-06T10:58:24","4d34e8b33c2a1d079cf2978a0dfa558c","2023-06-14 23:50:01.000","2023-06-14 23:50:01.000","9999-12-31 00:00:00.000"
